https://apps.apple.com/us/app/mail/id1108187098,com.apple.mobilemail,Mail,Apple
https://apps.apple.com/us/app/contacts/id1069512615,com.apple.MobileAddressBook,Contacts,Apple
https://apps.apple.com/us/app/weather/id1069513131,com.apple.weather,Weather,Apple
https://apps.apple.com/us/app/home/id1110145103,com.apple.Home,Home,Apple
https://apps.apple.com/us/app/files/id1232058109,com.apple.DocumentsApp,Files,Apple
https://apps.apple.com/us/app/apple-maps/id915056765,com.apple.Maps,Apple Maps,Apple
https://apps.apple.com/us/app/stocks/id1069512882,com.apple.stocks,Stocks,Apple
https://apps.apple.com/us/app/apple-books/id364709193,com.apple.iBooks,Books,Apple
https://apps.apple.com/us/app/magnifier/id1563316278,com.apple.magnifier,Magnifier,Apple
https://apps.apple.com/us/app/measure/id1383426740,com.apple.measure,Measure,Apple
https://apps.apple.com/us/app/apple-music/id1108187390,com.apple.Music,Music,Apple
https://apps.apple.com/tt/app/notes/id1110145109,com.apple.mobilenotes,Notes,Apple
https://apps.apple.com/us/app/shortcuts/id915249334,com.apple.shortcuts,Shortcuts,Apple
https://apps.apple.com/us/app/tips/id1069509450,com.apple.tips,Tips,Apple
https://apps.apple.com/us/app/reminders/id1108187841,com.apple.reminders,Reminders,Apple
https://apps.apple.com/us/app/apple-tv/id1174078549,com.apple.tv,Apple TV,Apple
https://apps.apple.com/us/app/voice-memos/id1069512134,com.apple.VoiceMemos,Voice Memos,Apple
https://apps.apple.com/us/app/apple-wallet/id1160481993,com.apple.Passbook,Apple Wallet,Apple
https://apps.apple.com/us/app/apple-health/id1242545199,com.apple.Health,Apple Health,Apple
,com.apple.mobilephone,Phone,Apple
https://apps.apple.com/us/app/compass/id1067456176,com.apple.compass,Compass,Apple
https://apps.apple.com/us/app/safari/id1146562112,com.apple.mobilesafari,Safari,Apple
https://apps.apple.com/us/app/translate/id1514844618,com.apple.translate,Translate,Apple